final_asset,ruined
23661647.395628203,0
19464923.80383163,0
20910602.99897364,0
5144399.473565098,0
5664858.070441509,0
27624018.325609036,0
2668044.3816379453,0
18261745.54760127,0
1325354.4048751867,0
16371512.779838964,0
11981183.662542338,0
22640017.680373438,0
13002708.418362245,0
30758004.836565148,0
59941235.393985726,0
23427900.85667951,0
17276821.82739079,0
16666037.856175976,0
34528136.60185686,0
21857834.05029407,0
28462220.13504191,0
69273184.64138883,0
-6906691.871349415,1
10589550.041175552,0
-540436.4394971842,1
6115753.613623374,0
3430968.299394745,0
34548273.18236006,0
38850637.45026718,0
53264569.93300792,0
4175032.846152747,0
1210034.9409167136,0
173429.61562040643,0
27542489.633992612,0
33893314.53933969,0
5966907.461457877,0
6818341.113896968,0
-142776.5931263657,1
17918734.53256349,0
111069404.65046188,0
83572921.8214566,0
15620029.367896201,0
15519505.262324536,0
7437014.681861012,0
13292335.423129717,0
39775836.20259461,0
10220026.596775137,0
5343687.149325364,0
81128076.67855379,0
23364129.084046904,0
13653541.881585084,0
44253298.87404183,0
37106180.97788164,0
6879545.139046235,0
-1519119.5644127985,1
15349804.341620544,0
33259777.150793158,0
45899770.58438532,0
9772728.98992751,0
20797355.742391475,0
9687974.285591202,0
15799868.362429699,0
21920420.855065376,0
-2729419.019960763,1
30867960.417159684,0
8995569.966759957,0
-3526767.363539713,1
10706442.171545234,0
3893052.6595763075,0
18132573.20934128,0
11579744.381872902,0
24386119.200327776,0
8533077.854311466,0
20799225.55054685,0
32648845.37967334,0
16214874.2256604,0
20790884.050198488,0
29707027.373159148,0
34065942.52192665,0
25135706.70975566,0
-565145.0398021126,1
14134476.86175774,0
58712817.72163276,0
18812832.9054,0
14444565.316082112,0
51487563.98471421,0
-9327735.010568012,1
21195572.555581212,0
7277617.826226559,0
23044748.346706744,0
16460396.158536006,0
12491757.415076682,0
7877692.247036335,0
8948050.805310301,0
4601083.246422513,0
16675255.483613553,0
24122231.335010417,0
20752479.75463961,0
-9688253.93590512,1
12919810.136776729,0
25257037.09644834,0
54352460.207941584,0
5524060.864137033,0
29215398.34816666,0
6091663.887836293,0
41363464.27062568,0
2798159.855212698,0
68838360.24058917,0
20875719.26264604,0
5777460.125453737,0
28688045.420361925,0
5436396.931730064,0
-4685563.348511149,1
21555444.188137587,0
11490642.720780956,0
19009323.970522314,0
6676712.755783899,0
7164730.9194588475,0
12561584.861007981,0
16289883.964033626,0
12040349.182493424,0
-1291164.0904986798,1
42529960.88891124,0
19504362.32589309,0
54050260.51787364,0
-2120340.9582803887,1
9124203.257480996,0
65830738.844844244,0
6985611.677281494,0
1343205.8130330008,0
43966022.140146926,0
744160.2586323551,0
3394475.168975913,0
4341091.522844425,0
12188630.288804898,0
40698051.53668153,0
-4368218.870976175,1
13748410.589764806,0
11208648.873614822,0
20948333.615204573,0
9784726.452674001,0
19886852.25119368,0
6443682.331087898,0
2668062.2171294405,0
3802447.9240281275,0
555239.4577817904,0
31794072.431337718,0
42609377.03365813,0
24257956.23135082,0
24105392.455812894,0
29926953.430778738,0
19896857.161101263,0
22754307.570229396,0
23561736.42344896,0
10428562.037665002,0
26372356.76622966,0
8115937.097043683,0
26870365.802568868,0
-2137080.521243496,1
37948447.327291474,0
7948428.401388331,0
28601163.056408346,0
28721372.934177246,0
5193144.91120058,0
15611803.842619969,0
13073611.249450011,0
3302861.5353135653,0
48250983.14528298,0
21881166.47900329,0
7340097.093478968,0
26360039.726999175,0
6170416.596310397,0
20804720.12469442,0
27403546.413668808,0
-3490747.5689513674,1
15235230.370787684,0
21059268.574999783,0
19683377.097548567,0
29441896.917081498,0
76765382.97783421,0
23822320.87345182,0
10746442.656617824,0
21787510.086676672,0
8170108.578753932,0
-5940768.868917308,1
49796266.117237814,0
-3703305.8120008134,1
4712220.333126791,0
74780283.93308716,0
-2989321.5331290644,1
3545784.4750338523,0
16162032.765035352,0
10584453.919540357,0
44890383.91289606,0
243887.32458177072,0
45115353.133617334,0
21304424.055257235,0
61188233.7877621,0
-8893414.292667843,1
21195753.224571392,0
23757463.170687363,0
56136336.93305952,0
40476427.69108942,0
21169956.828125406,0
22956984.84676839,0
18897655.942944728,0
8947358.250823513,0
2594288.046126534,0
3808794.1372121503,0
11654926.469388846,0
-9263134.725420028,1
19251401.623116173,0
17187404.9788357,0
35087236.39532177,0
-9198563.201944297,1
33403368.759912375,0
-1792620.0032241065,1
5921065.448709414,0
17949517.02703892,0
3251342.688493224,0
47144830.30673584,0
5333581.760871832,0
17583652.22224262,0
12983308.824075026,0
36907525.09885975,0
37421394.13458289,0
20785071.336347707,0
-2624402.247028259,1
32230643.528063998,0
-5046688.8839482255,1
10189623.174076265,0
57952522.72692151,0
19942119.498858474,0
7157377.733060884,0
18616535.660068866,0
11643067.502510162,0
20026339.810015623,0
19725760.311966114,0
29436333.530817002,0
26881880.251191046,0
4547248.359059865,0
22540111.493116062,0
38156760.91564104,0
38469119.51131458,0
3121342.5951461983,0
19174469.689720556,0
32438896.62473999,0
3775637.1329718735,0
48176781.52538409,0
1613658.603804097,0
35327173.278224394,0
10329538.314051457,0
25440388.874303993,0
39668933.592129946,0
16847336.562837526,0
10240398.21275611,0
11916834.951383954,0
12730321.829052098,0
6905233.092148606,0
-3459937.635853363,1
-9316524.669208251,1
47524483.15791825,0
-9203311.6556376,1
2439732.8677241104,0
32960990.57911884,0
-1063296.468595876,1
-7465601.871269456,1
43569981.729280174,0
5652069.562723744,0
8263941.769360248,0
403197.9084213467,0
812601.3611039356,0
16542840.568675943,0
61779642.389763996,0
34064608.48854852,0
72496.62704784029,0
48163548.168611154,0
-2619431.6728459983,1
32093324.97502297,0
9743791.235971227,0
3304520.40466612,0
24962190.853636347,0
35230385.961293906,0
-6249477.920779339,1
17649379.007010236,0
7850661.136733445,0
29293708.814295277,0
-1388587.8911529894,1
20277416.585054003,0
23324862.932825297,0
12456.566853146,0
13834288.150220662,0
15059594.032822246,0
2734121.657979342,0
28181584.812532574,0
85977620.2890742,0
23101580.270688366,0
26024008.503806926,0
-2922842.8147898847,1
8820614.304855196,0
66663111.66435677,0
22972395.576293863,0
30844023.81155564,0
8361448.574707476,0
-9429668.803704819,1
11329750.47249218,0
4371371.199714304,0
16258425.244965672,0
60023596.43657934,0
36335196.75343615,0
2970020.4648448173,0
53404402.55111628,0
8700869.044391302,0
40531144.96955335,0
16853835.51546303,0
-6072597.093836549,1
1386980.754815134,0
25902292.684412505,0
14492540.970882408,0
-13813022.740740752,1
11498184.43659633,0
2964778.7118284707,0
15080499.658880102,0
30219033.129297003,0
64376811.38330476,0
27138868.692230295,0
17036506.1968521,0
634103.4800939903,0
58281389.26027435,0
25829309.602838058,0
3379583.8151426925,0
62616338.41626017,0
-7120943.778824136,1
7073344.908565996,0
19000376.789709,0
-7259758.870787787,1
15413117.365107495,0
63869397.72650187,0
57099900.870484605,0
2785106.0108998516,0
1424075.4677061348,0
2861645.5496146656,0
37001120.91166493,0
18094927.217794627,0
-14591621.882324085,1
1540236.2611410138,0
24040282.457926426,0
-7132314.0146114575,1
14797925.501352578,0
45731374.50790735,0
10858219.47821422,0
5183406.0090834135,0
5540561.659842436,0
-9862282.546267562,1
8030869.710578118,0
26667373.742441367,0
9247629.635672018,0
7583975.8726617405,0
36339054.49911716,0
3624850.305431615,0
18338182.551891968,0
4355039.05362603,0
2507926.810812209,0
67208284.47701654,0
18204434.620738827,0
5433724.346633584,0
1293497.5689391452,0
18003235.145160913,0
4282446.162452858,0
23364578.594343737,0
10521859.02891518,0
90452007.95769022,0
1843321.3156249,0
36041578.24309068,0
29058816.658717174,0
2729471.4185511596,0
63820493.27642202,0
18410234.66562222,0
-11789490.504602417,1
55591520.897844814,0
19787370.368012063,0
43497820.78078541,0
-9102137.664663617,1
-6831179.213303662,1
6170813.6769054495,0
41248588.63947581,0
48500533.14936386,0
31076664.24006296,0
10907236.337170191,0
120977088.06952462,0
9352152.139772898,0
29117255.985521857,0
13750159.506677715,0
59114979.63858128,0
-2285446.7415163354,1
6969502.406925058,0
25418102.53439076,0
64868315.329572685,0
5096113.930073383,0
35543260.22198105,0
2405837.8810773483,0
-6380402.440276641,1
16812419.608843695,0
15829782.25237375,0
5847594.192574695,0
26187301.68983566,0
31955364.346863966,0
9824004.983952485,0
7836248.803375153,0
59659264.763022445,0
8200033.426328727,0
-8346634.913144788,1
44539052.675737284,0
13014973.363255719,0
-48050.16924005867,1
31037533.741244566,0
4543575.310137942,0
14421974.528565593,0
16394799.023032755,0
31357447.68384782,0
21791557.349765543,0
3745578.3732608845,0
15826248.76566629,0
-946023.2141316243,1
18228677.326569285,0
5877927.9630093295,0
-3017764.5948620583,1
22128193.97323335,0
30005331.587593194,0
8877864.485690683,0
9946519.746190818,0
12014607.579751061,0
915161.0515221125,0
-8695887.237389652,1
35628623.70592818,0
21348261.345595874,0
-10927339.59821107,1
31943906.24159845,0
16865823.432059117,0
-2341058.19172316,1
18224359.869948503,0
100293772.60442773,0
13002987.070532419,0
9387765.52863402,0
23056148.72076481,0
99235025.53324082,0
11986695.196550114,0
46091993.238781154,0
-1421129.1012244925,1
29163445.55730088,0
34808319.85266632,0
16803603.029826645,0
-5362425.010811877,1
31851712.824950825,0
59339570.20973034,0
16171596.057552394,0
27277753.26263264,0
-6778231.939497167,1
4041424.5952080237,0
5278466.056830267,0
124620236.97824675,0
5285123.365891894,0
48328718.6212589,0
28510926.1480515,0
44260296.044566624,0
6639044.143324628,0
21683864.22350595,0
26304994.853314128,0
16234277.218368316,0
14149082.685679797,0
18758480.336786952,0
25808341.744170107,0
20589657.193711206,0
1790433.5128676617,0
17163187.402206924,0
2101190.1085255947,0
12325842.620812235,0
7870217.594651169,0
18222405.925832346,0
7996998.7757829055,0
7034787.247482244,0
15895413.442098789,0
54875680.7058234,0
13797962.387301989,0
-1678132.945954817,1
22525617.297013644,0
