final_asset,ruined
-348768.31312305003,1
-23350130.114916496,1
15065426.07401766,0
-5076004.052866234,1
-16866868.50185918,1
7565103.012046689,0
7334261.033862455,0
-7090057.751274074,1
-3088460.0659410167,1
10419714.87138494,0
8520644.620122166,0
11358592.691220816,0
578544.0686849619,0
-6735472.342195177,1
-17706228.808919735,1
1061505.5400654457,0
-13642386.779005185,1
41359367.075153075,0
10871630.244601106,0
-6351754.759890392,1
8574681.792966321,0
-7587330.18682975,1
-5676067.005254306,1
1104879.514446451,0
47491022.587253496,0
-23566745.52080136,1
-9090812.414482033,1
-19064.71676413728,1
-13602876.709129075,1
469820.14409879653,0
21434546.125058517,0
14303270.882008638,0
5644089.75446426,0
5349967.858031234,0
30993810.146390345,0
2705526.5003997455,0
12290333.569569832,0
-4115988.918897878,1
-449974.0670164494,1
-401366.9262516255,1
-10754454.542959454,1
-7106160.872502154,1
8229595.494888884,0
22890733.325051144,0
63492288.33301364,0
-2519875.0487923804,1
6314020.658823159,0
-2650666.1089925375,1
-12639886.674196417,1
-3144846.582012193,1
-1813779.0512555537,1
-8918008.626461117,1
78219888.6520484,0
6141848.446838814,0
-2275473.7790400973,1
-17212229.168196514,1
-7474797.105337313,1
17262172.981231537,0
-4919595.1861217525,1
21934141.123944838,0
6069882.889079771,0
-2070263.8345862364,1
18652797.94932335,0
-7094727.856722,1
5308987.446198591,0
-8176295.338758164,1
-15741217.924031653,1
17581446.7494441,0
-6376505.694324221,1
8866732.397745214,0
18054300.433050517,0
36672540.61588572,0
-5126452.525130859,1
-8062677.699284719,1
-7085188.377250125,1
16605480.181383386,0
-13226504.307008214,1
11399143.623069737,0
26414268.04136437,0
25093179.62472317,0
-10795324.953846624,1
-6810106.066111362,1
-9507802.878121741,1
-3085171.1206301083,1
-18171760.984400377,1
-8859098.385571301,1
-16643219.679052649,1
-18780921.881856523,1
4664860.789705878,0
-2163462.2815452428,1
-3116727.4322340772,1
55505306.31698231,0
-12810579.913664412,1
-12015330.443038935,1
8292043.572088174,0
11453178.165676251,0
-15443384.109615164,1
-10307628.521137316,1
6575552.874960245,0
-4323193.141940702,1
-5664884.051763995,1
10479052.457824647,0
5962123.104093164,0
-16631619.230801208,1
-15661842.256558346,1
-8359167.9010576885,1
16674975.10613406,0
8279309.529304235,0
3622468.0765078617,0
-9214440.965296062,1
8803514.907249259,0
68617732.18923208,0
-9577353.584106434,1
-11262891.839688106,1
5042621.035866429,0
-2857223.719569525,1
-15541984.383125411,1
-9899667.22329363,1
-9311128.628499068,1
-5493844.293695433,1
-6996472.18613638,1
9930773.646760115,0
-1487642.5662393728,1
-1796031.4415823752,1
-11026416.519297851,1
105200.95917906957,0
13611416.286935236,0
-8733403.652952977,1
10313925.12785411,0
12818007.995594893,0
6783280.724746794,0
-7550509.541769662,1
10627336.805978488,0
-3199222.5341931917,1
-4449078.441042545,1
-8604216.31957277,1
-7554831.622481555,1
-6627856.856750087,1
-1812042.4912278994,1
5890480.838327943,0
-14425063.101848315,1
-7081396.3959242515,1
7490332.654843257,0
-48115.11040862887,1
-14368377.011694856,1
-4987693.697015669,1
-6030907.684134407,1
54203448.12777008,0
18716335.615654644,0
10617650.275202679,0
-7338931.696758467,1
-5674144.371937734,1
-10953429.588504387,1
-17641314.45562561,1
-3303795.159968675,1
-14786545.698778413,1
1608177.233390863,0
8350433.648245313,0
-3297747.3887802106,1
-6848823.440532752,1
3901634.849535023,0
-4116765.8089177012,1
5345139.01961462,0
7157188.062697353,0
-6408113.54880337,1
-6475478.476634746,1
-3388827.6546167727,1
-3697937.6452492834,1
-2973297.164217919,1
5417511.20368135,0
-5428092.112791854,1
1125642.0916509423,0
12636737.656790642,0
-9127718.294432946,1
-10149537.99273033,1
-3771256.4434383814,1
-7113821.357666516,1
-11597288.23357164,1
-13465030.779890442,1
-1510948.722997027,1
3357876.9375214614,0
-1923371.472595073,1
-12701245.28920899,1
-16840800.527800873,1
39372552.07668643,0
-9013136.341276284,1
-19718982.502166383,1
3550401.399622279,0
4970775.332393541,0
7443009.0329077495,0
5783809.851783543,0
17208659.250555698,0
-5830967.447046908,1
-13523475.585272398,1
9973964.857915536,0
-6962850.571536022,1
-1854236.4066595673,1
-16587498.271212773,1
-5902716.115425038,1
976695.4546707084,0
6183708.32837471,0
1240060.7563510495,0
-24635573.128582507,1
-4047127.909781111,1
66941998.07171669,0
-7464694.544689157,1
4379482.468292466,0
-5056439.558102525,1
1228974.2632877328,0
-11543097.692241041,1
-6860336.321041156,1
2997245.5365423188,0
-954040.6287707716,1
34363176.34292833,0
-6683926.955591802,1
-2379869.439551242,1
44372465.76110021,0
-2195640.7113651377,1
4291266.753669142,0
-9181927.751595134,1
10031159.830137806,0
2159509.743938014,0
-6604215.848558246,1
19090816.834789164,0
-17481832.358126,1
776279.6856231479,0
-16900180.923816364,1
-4563104.535685208,1
-11202372.953748347,1
1968443.6083721756,0
-7366110.317184247,1
3126085.3724196614,0
18392850.972590283,0
-4926663.029313774,1
-8967989.61991588,1
-5952214.577122156,1
-10651740.003422022,1
38938579.99490554,0
-1208444.179405394,1
-3567872.498725228,1
8311.876567583893,0
489708.511237784,0
-8723209.358223403,1
-6147794.886741638,1
-14275462.059502902,1
-16355127.7867897,1
11222917.006709721,0
-10822508.763665833,1
-13146830.847155953,1
19417839.146435298,0
-6475102.5382776065,1
-7637419.82245252,1
8051569.061758913,0
-13440844.816348938,1
-10781242.34198771,1
-6597289.515251171,1
-8116515.28464584,1
-9433542.280373141,1
501418.2105664578,0
-6323745.2845682,1
-15798029.539598525,1
-11626679.662552739,1
-15251185.206502412,1
-9283150.763244504,1
-2913175.301354809,1
-1622107.2986543083,1
-9711723.959181868,1
-10014133.513366401,1
-3569132.3779389616,1
-3042029.7927597794,1
1490506.8252934243,0
7283058.627194099,0
-15834014.46835046,1
7606072.166317344,0
25251496.604539286,0
4928778.706245766,0
20888950.14973694,0
76566996.21528743,0
-17296375.14404874,1
6151019.617484395,0
8832370.868589506,0
-17345400.90556012,1
-13465739.996247273,1
-5443592.112709424,1
-4203912.710061689,1
-3278618.923339016,1
-11294936.324664703,1
2380496.17040367,0
231700.92650160275,0
18489819.25742163,0
-655523.9689041353,1
-12210663.937171152,1
4404448.859144037,0
-12169761.768340148,1
20297740.849234797,0
-6376055.60966429,1
18197111.984720033,0
-1828467.7682071975,1
-7428870.041857863,1
-2900960.85991279,1
987085.4563560418,0
2508026.814407107,0
3184867.980294054,0
-10922900.625732102,1
-16033788.606596543,1
-9225498.968272423,1
-1634864.339822627,1
9343515.471841704,0
14163646.932478968,0
26033113.13414117,0
956070.2752901437,0
8408769.675772829,0
-2513928.1328556426,1
1662559.6142783267,0
8629727.353416836,0
26676484.530607373,0
-12900790.849728456,1
-16069539.913231807,1
6379077.7412438905,0
-3860868.016150495,1
8431384.438559681,0
7776512.416196011,0
-7824697.402019057,1
91281.44361918002,0
-1740930.2007101872,1
-7554376.174962281,1
9514006.84614164,0
-3627544.9010418016,1
976005.0755420999,0
-10692135.990252964,1
-3153593.2123336988,1
-966420.704159523,1
16779358.74904527,0
-19354976.23323255,1
14264115.844722867,0
-976511.7724714868,1
4443225.131805858,0
-12817846.636896612,1
17584889.79205655,0
26989538.964965098,0
-11981165.965571374,1
-5435628.659094217,1
-12687748.974137587,1
-17976647.63198676,1
14755928.951777466,0
-281692.1946465001,1
11478908.005929468,0
-6043571.421399771,1
-8427591.389377017,1
-13556144.18073974,1
15032206.960939568,0
3522399.7933070925,0
-12008693.502065908,1
6762234.289345831,0
-11328738.835911883,1
-4500058.130106878,1
-3495636.1589539023,1
3152955.5243252353,0
8924325.187253756,0
19418781.947286803,0
-20614405.17325411,1
-19505417.506332885,1
-7327597.589044608,1
-10176331.751285916,1
-14536177.598464493,1
-9579593.528009212,1
-7727385.856942729,1
-7267009.384071557,1
-1551530.1855925673,1
-3163237.605760191,1
3119702.89807982,0
-6238898.653633817,1
-3378741.8254548227,1
-9158203.401219372,1
-45311.2984353686,1
1844159.0411950522,0
-4379419.532109204,1
27951488.745325726,0
-5281556.031293866,1
3419400.383931303,0
5134342.725825077,0
-6502150.5211087605,1
25606921.310158093,0
-6545517.779988597,1
-7897079.140283491,1
19683686.75726576,0
-11702567.30947514,1
-16854426.160830855,1
-11108118.369067878,1
13033051.018948162,0
11792716.12995455,0
-7822428.072981426,1
22516664.143989872,0
-1891547.390419099,1
347160.94517231296,0
-5026651.550377885,1
1408533.3675389565,0
-4914145.978624755,1
-9146404.877092438,1
-6938418.146693399,1
-1163353.4310683496,1
-30594408.443687458,1
-15399573.705846943,1
-9315313.302876437,1
6861258.608299664,0
-10934021.396855973,1
-7851700.376686112,1
-3443296.246161021,1
-9882857.88593648,1
-269829.1618352532,1
-15888158.931110606,1
-10727993.088348286,1
45785550.49523053,0
14887667.726407267,0
-6904346.018030725,1
-12947132.458714936,1
7794569.9190207645,0
-7482413.658036695,1
-2545436.044404053,1
-13025690.094128128,1
-8377536.468091599,1
-5354882.597886325,1
3022801.290455176,0
-8974875.451799087,1
-8826970.689785602,1
7202838.345543395,0
592862.9024389905,0
-17325732.516091395,1
9268763.023834689,0
-7522732.540444326,1
-7877496.196677998,1
-18034991.796158448,1
-5219752.609189511,1
-12267645.762124851,1
-5091627.714075752,1
9225149.930651018,0
-22490009.501282983,1
-3168447.2986063864,1
-924739.4243091543,1
7593434.718264363,0
18474953.6007822,0
11990048.056311768,0
-3293838.158935798,1
10675275.832914993,0
12785448.185543943,0
9493681.322570516,0
14713639.69152548,0
-1699063.1666678349,1
5756784.344206439,0
-20201431.73866307,1
-2568470.469987068,1
-7564239.1591979945,1
-698381.6989473013,1
5068434.505069271,0
-8944235.654015448,1
-11756979.246701473,1
4356110.59843687,0
46187253.34580341,0
885308.691090659,0
-9516391.933050297,1
-4617363.023173726,1
2550517.9582519582,0
34091230.17365381,0
-7683848.555281155,1
-2443901.616250019,1
-4849307.033734341,1
11580249.50446239,0
3321801.9063928565,0
25886224.065773886,0
3261844.2703102217,0
5358036.934543434,0
-11189487.090275468,1
-8669194.489985825,1
-6250686.639293404,1
-9717933.799246024,1
-7116236.352641669,1
-9203487.78947106,1
-21407129.302723277,1
-5705920.424773461,1
-15924931.823161148,1
8231466.826390865,0
8910986.276647877,0
-718681.0483817541,1
-15390283.828653209,1
-9509702.630270058,1
-3785177.458137092,1
-8344200.222359581,1
-2270793.438010382,1
12858751.834574295,0
-1173670.3074608268,1
51602872.11464271,0
31517804.52363555,0
-2416556.655107367,1
-5476595.003011706,1
-10468189.91298499,1
918514.2595815957,0
-14068772.718006684,1
5597824.544796872,0
-13911569.238214202,1
-5296268.920166118,1
-2175455.297374178,1
16680183.352056768,0
-6312177.375678365,1
-1872036.6290819363,1
-5624111.336301546,1
17108909.172431458,0
-14364682.590714838,1
563993.624518686,0
-6509168.579908776,1
4808563.001625475,0
-7458964.0668486385,1
-4223035.556738684,1
15015782.431944715,0
-9353435.691160426,1
-18226904.931415983,1
15516040.97619458,0
-8153362.209773595,1
42274311.21997041,0
18706576.42089242,0
19289640.729008865,0
1388844.1027265429,0
-14447303.193475405,1
-11950716.099972304,1
5001751.343683413,0
-8482878.498954093,1
5515091.014886446,0
6243916.875801365,0
-2907611.2380029582,1
-1928454.7950246679,1
-12297124.375081882,1
-6710843.088501736,1
-3340263.598295256,1
-14491798.29178756,1
2394011.2754876013,0
-1632523.079081092,1
5842286.961887142,0
-12371132.967840718,1
4343352.981168541,0
-1154687.7261986316,1
8117893.3485620385,0
-11049486.891076643,1
55527641.23167284,0
9945889.379344203,0
-7091081.337205508,1
-10309005.317634527,1
-7379251.346685757,1
-7494787.331394234,1
-12177889.833697313,1
2500768.0159832793,0
14206547.995236518,0
6493633.977083925,0
-12324527.507432552,1
-13435764.830963453,1
-9248761.466430148,1
37686405.49114992,0
5572981.182735187,0
6787020.544349224,0
4960164.552425585,0
17464262.869848087,0
25988973.729332715,0
-3206479.2363258335,1
-8026345.810398483,1
-17967407.67540553,1
24861494.47709622,0
18832257.28550433,0
-11171529.043449651,1
-12182356.764135256,1
-3434528.115649073,1
-7663829.655773312,1
41492455.75096603,0
10077760.202726895,0
-1493670.1563672198,1
-15103253.604627725,1
-1470734.9035190933,1
-576264.5652119338,1
3234732.1442646226,0
-9882936.8777318,1
3038018.0347540155,0
-7135042.809873225,1
767113.6655218314,0
-19629272.825816743,1
-11525658.621641068,1
-16028275.0761891,1
-204819.26746607365,1
-9705447.338807167,1
1650044.3348714218,0
30542639.391766056,0
-12848824.033116108,1
-1119867.0374230838,1
22986227.93266745,0
-17177627.284858204,1
-22272684.644229777,1
-1628836.3885419352,1
19605.06585409775,0
11640556.210231679,0
8144806.187538836,0
-11714180.772975488,1
517657.61300309445,0
-4858680.661248324,1
31463017.16253012,0
27503818.36107054,0
667065.0834071579,0
-5322779.918905203,1
21862587.18013305,0
-7481972.541681941,1
17114588.272067443,0
1826956.6452143986,0
-18702326.917991534,1
-10181739.631947378,1
-745401.4064760965,1
-5751952.328158181,1
36716574.17923844,0
6770579.500215689,0
-12206408.10521286,1
-3710216.8169475114,1
3667038.3319642884,0
3360180.6976211816,0
4415931.006233728,0
-8020864.154687002,1
-11085906.25982724,1
3720310.5711992295,0
-8275392.758819059,1
1171757.1977608947,0
-11074855.479723463,1
-984315.5289779429,1
-893366.8253394167,1
2517640.8090127776,0
-2795143.2822077186,1
5197490.578973671,0
29563132.31790372,0
3714803.0836392078,0
-3477403.5968777807,1
-904816.8093278476,1
11518157.523659045,0
-3373577.4121216116,1
6679353.512227607,0
34955174.09728944,0
-18924369.76700621,1
-6863366.412086578,1
-12610325.403580148,1
-7759578.9897406725,1
-7442419.758349119,1
5842872.623822601,0
12928778.65891848,0
22403841.975827694,0
-9332623.103057494,1
-10521290.041811604,1
-13071464.944351654,1
3933990.133853996,0
12757579.38068973,0
-9185242.112613235,1
-7913340.323715588,1
-11005537.295412133,1
2740362.8662342033,0
64792028.85995414,0
43888504.32978904,0
-3327014.1225128197,1
-5588308.204098014,1
-6818787.442070313,1
-5030752.243898763,1
18047441.002984412,0
-1165963.1642826516,1
-4570114.716388996,1
40930159.97551622,0
4270182.3090584595,0
-2476824.993736512,1
15694891.78421827,0
13860633.160179459,0
-11410500.658032252,1
-12756048.039668297,1
-3872058.2295521237,1
11735832.6394146,0
17469983.96399553,0
-5964406.019048248,1
2107603.748678871,0
-8727137.656740062,1
-847169.321380763,1
2180138.482027896,0
-13780005.596768724,1
7168401.814445863,0
-5486671.7245459845,1
-13696628.567079317,1
-9114178.49386064,1
-14409119.479971904,1
-1873219.1988304595,1
-4696382.093291846,1
4928736.244046569,0
-4693847.724004198,1
784604.1524387982,0
7221506.628866695,0
-4405657.03428106,1
-330586.4212928466,1
4732522.56579035,0
10420711.8028923,0
4287385.389921782,0
-11992012.67562871,1
-4138274.537644001,1
27665497.584574983,0
-4368451.947710855,1
-1659074.5252866268,1
20093946.229677256,0
-18824984.85719856,1
1124325.3650190833,0
-6214302.306571007,1
5296656.334153805,0
-6079.313184763412,1
-3331461.140290578,1
-5595162.838353906,1
-8085007.537053063,1
-10172866.702594627,1
-1555532.328014799,1
6626822.947337571,0
3459001.992571288,0
-20563223.83492299,1
-3655848.3574920534,1
5914499.717296872,0
23566169.482227016,0
-10209260.244752638,1
7729471.190763898,0
-12015977.65256149,1
11657426.053342642,0
-8303836.439680128,1
33441586.520525184,0
3482739.441062797,0
-9879026.996143088,1
7633925.145862949,0
-12666793.723272916,1
-15108654.730916267,1
203823.35025226217,0
-9519849.257590296,1
1236412.9797236377,0
-7534410.198131453,1
-11459075.395122696,1
-6709612.973349665,1
-1724753.8173864484,1
-4455934.692454938,1
-12974563.58674233,1
17391033.867770914,0
76751.79643114284,0
25625976.074599538,0
-13543650.051474784,1
-6924785.638125971,1
29699657.12078629,0
-9376179.009081434,1
-9329863.721441263,1
19472343.28667601,0
-12824315.063967181,1
-8121615.197844812,1
-8812522.845777113,1
58128.89943024989,0
17534953.065136038,0
-15358432.612409867,1
-2007607.5937119662,1
-2762777.25189367,1
1893103.0216168074,0
-3854584.3653689167,1
3566369.381259278,0
-7255703.468517896,1
-8120230.0214097155,1
-7291006.283149318,1
-8608865.045644818,1
4853371.34627872,0
12347014.977694092,0
3987567.509702668,0
4893074.542755997,0
4225846.021591297,0
2293896.5263561425,0
1244962.6823030745,0
-1809864.636698066,1
-4399313.035933864,1
8927103.189678783,0
-11553269.61477102,1
2308887.7962068436,0
-10854681.822133113,1
11043498.950087646,0
-10438271.201191483,1
9434732.10352424,0
11063968.097138165,0
-8511162.37158543,1
-1111753.7900083268,1
-5137028.526944994,1
-7423450.929526122,1
21660863.096336678,0
1812526.7482609553,0
-8065309.765829592,1
5296374.51891464,0
-5013211.457883022,1
2441435.489147896,0
7369060.957983666,0
-13412163.223059388,1
1042803.546176887,0
1719400.6237167863,0
1400621.0482860354,0
9941511.176220104,0
37876417.32147033,0
4935218.199622999,0
-4421296.559383664,1
-150613.12713622968,1
-10177658.033669682,1
-18620499.13647027,1
14264168.161477357,0
-13904098.261336235,1
-5927119.636711772,1
39749309.71337334,0
-16022448.021780115,1
-9569871.647259396,1
-1003342.7508887424,1
-5328599.341272527,1
16875644.31354882,0
-11918592.33518577,1
19679854.123234358,0
5256057.152323768,0
26377378.888168637,0
-20787434.11190644,1
4780702.550556862,0
3938114.7638712456,0
25332740.769577395,0
13082411.006091934,0
1531268.36642219,0
1192125.2750783118,0
-181373.33834851757,1
-10474934.619894601,1
-7787560.903745998,1
-13940183.262688499,1
-9875879.207686815,1
-23444591.706552234,1
-867189.6076647853,1
2131744.8742683027,0
11251801.83432462,0
-20646689.14545371,1
7978186.530413065,0
-11284411.405987673,1
-8429354.323941203,1
221495.72309103768,0
-7778919.9269947745,1
23267701.384144288,0
-11559822.24743038,1
-2300859.536211843,1
-5515009.201254239,1
14897673.115382023,0
10304068.283202821,0
3171793.374295548,0
-12399942.438367702,1
1571587.2386403305,0
-18914912.80521716,1
-4916711.943195561,1
26743468.88656234,0
893104.347766122,0
-7393752.933858175,1
1224253.1614257412,0
-3132685.122343315,1
3451647.2242996935,0
2995118.991210643,0
3706017.2008294044,0
7310359.221058223,0
-10186185.792402016,1
4453745.065714328,0
5300227.373470953,0
13168933.545175062,0
-10059152.923650965,1
1454748.0816412594,0
9190978.386262901,0
-5714460.489562362,1
15625929.401924636,0
-13807358.840511385,1
10057547.683315836,0
-7858963.7013761,1
3909007.884429006,0
15829015.285831895,0
-297589.9823738603,1
-5365885.113213287,1
-2378664.3001061655,1
-1898413.0495682352,1
-7427143.5740000345,1
-13070587.840406748,1
-17668166.49733709,1
20139383.153172284,0
-19241665.798252087,1
-10355645.27551523,1
11257706.21026475,0
-14144721.786579654,1
-15020332.910071453,1
12394754.149116829,0
-6116706.987950268,1
-7043970.920740024,1
-12346902.058317939,1
-7216383.889658249,1
-5379816.896087238,1
31291024.260254335,0
9601643.98906873,0
-11251731.1765284,1
22263343.58817347,0
-16729837.244606303,1
9229570.724972472,0
-7462020.086287716,1
-10341934.904939745,1
-1047505.7046671397,1
9623160.370387455,0
-14221091.122698834,1
2389919.770852324,0
-8961101.540180083,1
10331350.615609284,0
-11000112.644427344,1
3596055.804603051,0
1020318.4972110555,0
-8950106.217048788,1
-5709047.7964037,1
561453.6951738994,0
-13803862.5613892,1
8717678.212157976,0
47788169.15536427,0
922962.7961218476,0
2979303.080816548,0
-11916203.406624367,1
-5266943.538724946,1
27886925.208447445,0
-877657.6981619905,1
9120215.428997243,0
-6419661.399561744,1
-16335407.152181812,1
-4462310.991094377,1
-12674292.30418982,1
-827237.5315161626,1
26124546.004350852,0
12676115.817018552,0
-7747852.12142941,1
21999338.093136225,0
-10089814.637711924,1
11087385.706447707,0
-1131065.1985804276,1
-24550723.77774343,1
-9391552.697733259,1
2816858.059370648,0
-4751717.326956674,1
-26104098.993965533,1
-4568031.310357859,1
-7493479.186194763,1
-8321513.854441629,1
8202052.0793317165,0
31341059.809631515,0
6619209.138813811,0
-1510372.9791156847,1
-13724603.023736658,1
27445406.674147177,0
4464478.664558856,0
-11080970.377394428,1
24481755.35162056,0
-21716881.98012012,1
-4824460.436152908,1
-226791.044928756,1
-21120427.260138806,1
-320936.8012793008,1
25129767.566066682,0
26160257.5762695,0
-11916889.098457927,1
-10345341.098099627,1
-9092834.672236938,1
6807637.95487365,0
-2522864.506373354,1
-23635240.80328203,1
-12201831.693430431,1
1674421.1555291384,0
-15765061.715006158,1
-6726217.622215593,1
20941833.665042486,0
-7197558.320351728,1
-6483025.8436690075,1
-10082609.519122638,1
-19126348.847735908,1
-5837008.761784536,1
7136604.752607152,0
-7200621.610275513,1
-8398413.116627181,1
5733332.717012706,0
-11992073.934867049,1
-3453177.272585827,1
-6104127.89961694,1
-10478257.911782537,1
33641809.40857837,0
-813771.0555340151,1
-4427678.4928862,1
-17715888.273008786,1
-2383781.181591692,1
-5764100.673683168,1
2263374.961592902,0
-3011167.793245569,1
46430351.61953609,0
-11328163.216664776,1
11529087.485839166,0
6554427.414507265,0
-10533805.935922785,1
30763647.161486078,0
-544410.7125692698,1
-18562952.078445565,1
22116366.924527727,0
259826.4094727905,0
15647825.950743912,0
-18017428.065308172,1
-18330608.799081534,1
-8478361.453318711,1
13471650.385138057,0
18929722.749145627,0
5699785.328402515,0
-1992562.8800896246,1
50893304.919553645,0
-6982880.893831703,1
2588585.4959723093,0
-2663629.440794218,1
30304645.236274462,0
-15634942.896711908,1
-5057887.054126106,1
5615868.902024935,0
30690578.454502705,0
-8631928.513665138,1
7436075.202351305,0
-12679856.581594601,1
-19372710.36573144,1
-2074389.2593433387,1
-5606676.403350638,1
-6933869.034643068,1
4859388.027329382,0
9416498.935487716,0
-4717337.846473166,1
-6637542.63384764,1
25268709.834410153,0
-4923137.307226462,1
-18536216.449666675,1
15428700.041017935,0
-719869.6491375277,1
-11084653.702631595,1
6367805.629649805,0
-6484632.942863622,1
-1892050.558907934,1
1504622.3427060167,0
9191024.56731905,0
612356.0630400104,0
-11489538.012100333,1
-77587.7282074135,1
-11784077.176543891,1
-6585176.080584884,1
-7775537.432312053,1
